wikidata_id,instance_of,admin_unit,area,capital,coordinates,population,subdivision,flag_info,flag_image,coat_of_arms_info,coat_of_arms_image,map_image,insignia,postal_code,first_written_record,inception,abolition,partner_cities,gnd,geonames_id,openstreetmap_rel_id,openstreetmap_node_id,district_key,regional_key,label_de,label_en,label_fr,desc_de,desc_en,desc_fr,sitelink_de,sitelink_en,sitelink_fr,bundesland,type
Q1718,"Q14784328, Q15253706, Q1549591 (1882-01-01T00:00:00Z), Q42744322, Q85635630","Q1803134 (1816-01-01T00:00:00Z - 1929-01-01T00:00:00Z), Q7926 (1929-01-01T00:00:00Z)","217.41 (2016-01-01T00:00:00Z), 217.41 (2017-12-31T00:00:00Z)",None,Point(6.772380555 51.231144444),"664336 (1975-12-31T00:00:00Z), 575794 (1990-12-31T00:00:00Z), 588735 (2010-12-31T00:00:00Z), 613446 (2013-12-31T00:00:00Z), 619651 (2014-12-31T00:00:00Z), 592393 (2011-12-31T00:00:00Z), 663586 (1970-05-27T00:00:00Z), 617280 (2017-12-31T00:00:00Z), 628437 (2015-12-31T00:00:00Z), 702596 (1961-06-06T00:00:00Z), 645923 (2019-12-31T00:00:00Z), 569364 (2000-12-31T00:00:00Z), 593682 (2012-12-31T00:00:00Z), 613230 (2016-12-31T00:00:00Z), 590479 (1980-12-31T00:00:00Z), 639407 (2016-12-31T00:00:00Z), 603210 (2014-12-31T00:00:00Z), 619294 (2019-09-30T00:00:00Z), 619294 (2019-10-31T00:00:00Z), 619477 (2021-12-31T00:00:00Z), 629047 (2022-12-31T00:00:00Z), 631217 (2023-12-31T00:00:00Z)","Q320896, Q322875, Q323577, Q323588, Q323607, Q323826, Q551600, Q831039, Q831067, Q870865",None,http://commons.wikimedia.org/wiki/Special:FilePath/Flagge%20der%20Landeshauptstadt%20Duesseldorf.svg,None,http://commons.wikimedia.org/wiki/Special:FilePath/DEU%20D%C3%BCsseldorf%20COA.svg,http://commons.wikimedia.org/wiki/Special:FilePath/Locator%20map%20D%20in%20Germany.svg,D,"40231, 40210, 40211, 40212, 40213, 40215, 40217, 40219, 40221, 40223, 40225, 40227, 40229, 40233, 40235, 40237, 40239, 40468, 40470, 40472, 40474, 40476, 40477, 40479, 40489, 40545, 40547, 40549, 40589, 40591, 40593, 40595, 40597, 40599, 40625, 40627, 40629",1135-01-01T00:00:00Z,None,None,"Q270, Q649, Q2656, Q2795, Q11725, Q41621, Q157725, Q161491, Q170616",4013255-9,"2934246, 3231903, 6553022",62539,240126753,05111,051110000000,Düsseldorf,Düsseldorf,Düsseldorf,"Landeshauptstadt von Nordrhein-Westfalen, Deutschland",capital city of the German federated state of North Rhine-Westphalia,commune allemande,https://de.wikipedia.org/wiki/D%C3%BCsseldorf,https://en.wikipedia.org/wiki/D%C3%BCsseldorf,https://fr.wikipedia.org/wiki/D%C3%BCsseldorf,Nordrhein-Westfalen,kreisfreie_stadt
Q4174,"Q2264924, Q42744322, Q85635929",Q1197,"112.34 (2016-01-01T00:00:00Z), 112.34 (2017-12-31T00:00:00Z), 112.36",None,Point(7.206111111 53.366944444),"51528 (2011-12-31T00:00:00Z), 50195 (2019-09-30T00:00:00Z), 50195 (2019-10-31T00:00:00Z), 51186 (1980-12-31T00:00:00Z), 49790 (2013-12-31T00:00:00Z), 50963 (2000-12-31T00:00:00Z), 50486 (2016-12-31T00:00:00Z), 49751 (2012-12-31T00:00:00Z), 49913 (2019-12-31T00:00:00Z), 51616 (2010-12-31T00:00:00Z), 50607 (2017-12-31T00:00:00Z), 50735 (1990-12-31T00:00:00Z), 50694 (2015-12-31T00:00:00Z), 49523 (2021-12-31T00:00:00Z), 50535 (2022-12-31T00:00:00Z), 50659 (2023-12-31T00:00:00Z)","Q530412, Q588185, Q651938, Q808076, Q885142, Q1127141, Q1127702, Q1270039, Q1295706, Q1471881, Q1586993, Q1614158, Q1806014, Q2104621, Q2567714, Q2592885",None,http://commons.wikimedia.org/wiki/Special:FilePath/Flagge%20Emden.svg,None,http://commons.wikimedia.org/wiki/Special:FilePath/DEU%20Emden%20COA.svg,http://commons.wikimedia.org/wiki/Special:FilePath/Lower%20Saxony%20EMD.svg,EMD,"26723, 26721, 26725",None,None,None,"Q1851, Q109036, Q205690, Q537214",4014564-5,3221070,5409531,None,03402,None,Emden,Emden,Emden,größte Stadt in Ostfriesland,"biggest city in East Friesland, Lower Saxony, Germany",ville allemande de Basse-Saxe,https://de.wikipedia.org/wiki/Emden,https://en.wikipedia.org/wiki/Emden,https://fr.wikipedia.org/wiki/Emden,Niedersachsen,kreisfreie_stadt
Q1729,"Q14784328 (1991-01-01T00:00:00Z), Q1547289, Q1549591 (1906-01-01T00:00:00Z), Q253030, Q42744322, Q61747322, Q707813","Q1205 (1990-10-03T00:00:00Z), Q48054 (1952-07-25T00:00:00Z - 1990-10-03T00:00:00Z), Q873634 (1945-06-16T00:00:00Z - 1952-07-25T00:00:00Z), Q930404 (1871-01-01T00:00:00Z - 1945-06-16T00:00:00Z)",269.91 (2017-12-31T00:00:00Z),None,Point(11.028888888 50.978055555),"186448 (1960-12-31T00:00:00Z), 17196 (1740-01-01T00:00:00Z), 203485 (2012-12-31T00:00:00Z), 206219 (2014-12-31T00:00:00Z), 15429 (1661-01-01T00:00:00Z), 208989 (1990-12-31T00:00:00Z), 18154 (1811-01-01T00:00:00Z), 19000 (1620-01-01T00:00:00Z), 204880 (2013-12-31T00:00:00Z), 213692 (2020-12-31T00:00:00Z), 211113 (2016-12-31T00:00:00Z), 211575 (1980-12-31T00:00:00Z), 17634 (1798-01-01T00:00:00Z), 206384 (2011-12-31T00:00:00Z), 15808 (1750-01-01T00:00:00Z), 18680 (1493-01-01T00:00:00Z), 7000 (1684-01-01T00:00:00Z), 16000 (1511-01-01T00:00:00Z), 13884 (1624-01-01T00:00:00Z), 213699 (2019-09-30T00:00:00Z), 18000 (1569-01-01T00:00:00Z), 210118 (2015-12-31T00:00:00Z), 16332 (1682-01-01T00:00:00Z), 14064 (1777-01-01T00:00:00Z), 13000 (1632-01-01T00:00:00Z), 196528 (1970-12-31T00:00:00Z), 14621 (1782-01-01T00:00:00Z), 16938 (1802-01-01T00:00:00Z), 204994 (2010-12-31T00:00:00Z), 189988 (1950-12-31T00:00:00Z), 200564 (2000-12-31T00:00:00Z), 14338 (1710-01-01T00:00:00Z), 16896 (1792-01-01T00:00:00Z), 212988 (2017-12-31T00:00:00Z), 11231 (1664-01-01T00:00:00Z), 13602 (1758-01-01T00:00:00Z), 213227 (2021-12-31T00:00:00Z), 214969 (2022-12-31T00:00:00Z), 135579 (1925-01-01T00:00:00Z), 215675 (2023-12-31T00:00:00Z)","Q501573, Q793941, Q821686, Q863631, Q866089, Q978203, Q996937, Q1113141, Q1156547, Q1230343, Q1299099, Q1350165, Q1350171, Q1350175, Q1350176, Q1350178, Q1350182, Q1350184, Q1350186, Q1350188, Q1373839, Q1423602, Q1464610, Q1527635, Q1540040, Q1623852, Q1659264, Q1698876, Q1719800, Q1739626, Q1783971, Q1790567, Q1826157, Q1879601, Q1919094, Q1943736, Q1957827, Q1988317, Q2152595, Q2162186, Q2246493, Q2256995, Q2352357, Q2365114, Q2432026, Q2464171, Q2500335, Q2542981, Q2547029, Q2569461, Q2583607, Q2636318",None,http://commons.wikimedia.org/wiki/Special:FilePath/Flagge%20der%20kreisfreien%20Stadt%20Erfurt%20laut%20Hauptsatzung.svg,None,http://commons.wikimedia.org/wiki/Special:FilePath/DEU%20Erfurt%20COA.svg,http://commons.wikimedia.org/wiki/Special:FilePath/Thuringia%20EF.svg,"L, EF, LF","99084, 99094, 99099, 99098, 99090, 99086, 99091, 99095, 99097, 99085, 99087, 99096, 99089, 99092",0742-01-01T00:00:00Z,0742-01-01T00:00:00Z,None,Q216,4015240-6,2929668,62745,240038130,16051,None,Erfurt,Erfurt,Erfurt,"größte Stadt in Thüringen, seit 1991 Landeshauptstadt des Freistaates Thüringen",capital city of German federated state of Thuringia,commune allemande,https://de.wikipedia.org/wiki/Erfurt,https://en.wikipedia.org/wiki/Erfurt,https://fr.wikipedia.org/wiki/Erfurt,Thüringen,kreisfreie_stadt
Q3126,"Q106517174 (2004-09-24T00:00:00Z), Q134626, Q1549591 (1974-01-01T00:00:00Z), Q253030, Q42744322, Q85631896",Q10551,"76.96 (2017-12-31T00:00:00Z), 76900000",None,Point(11.004444444 49.596388888),"111962 (2019-09-30T00:00:00Z), 107481 (2014-03-31T00:00:00Z), 500 (1655-01-01T00:00:00Z), 105412 (2012-12-31T00:00:00Z), 110998 (2017-12-31T00:00:00Z), 105624 (2013-12-31T00:00:00Z), 460 (1495-01-01T00:00:00Z), 520 (1619-01-01T00:00:00Z), 50690 (1950-09-13T00:00:00Z), 94963 (1970-05-27T00:00:00Z), 106423 (2014-12-31T00:00:00Z), 0 (1634-01-01T00:00:00Z), 410 (1557-01-01T00:00:00Z), 99808 (1987-05-25T00:00:00Z), 100671 (1975-12-31T00:00:00Z), 110238 (2016-12-31T00:00:00Z), 29597 (1925-06-16T00:00:00Z), 100000 (1974-01-01T00:00:00Z), 108336 (2015-12-31T00:00:00Z), 113292 (2021-12-31T00:00:00Z), 116562 (2022-12-31T00:00:00Z), 117806 (2023-12-31T00:00:00Z)","Q438327, Q992071, Q1014798, Q1020323, Q1181822, Q1313377, Q1334111, Q1652575, Q1772926, Q1784886, Q1788598, Q2202910, Q2284025, Q2403591, Q16027839, Q16219060",None,http://commons.wikimedia.org/wiki/Special:FilePath/Flagge%20Erlangen.svg,None,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Erlangen.svg,http://commons.wikimedia.org/wiki/Special:FilePath/Bavaria%20ER.svg,ER,"91054, 91055, 91052, 91058, 91001, 91057, 91053, 91056",None,1002-01-01T00:00:00Z,None,"Q647, Q2684, Q3150, Q6526, Q49243, Q134902, Q459495, Q503144, Q509568",4015299-6,6556830,62403,17193023,09562,095620000000,Erlangen,Erlangen,Erlangen,"Stadt in Bayern, Deutschland","city in Bavaria, Germany",ville d'Allemagne,https://de.wikipedia.org/wiki/Erlangen,https://en.wikipedia.org/wiki/Erlangen,https://fr.wikipedia.org/wiki/Erlangen,Bayern,kreisfreie_stadt
Q2066,"Q106517174 (2012-01-01T00:00:00Z), Q1187811, Q1549591, Q42744322, Q707813, Q85635630",Q7926,"210.34 (2016-01-01T00:00:00Z), 210.34 (2017-12-31T00:00:00Z)",None,Point(7.013055555 51.450833333),"582415 (2021-09-30T00:00:00Z), 576691 (2014-12-31T00:00:00Z), 569884 (2013-12-31T00:00:00Z), 677568 (1975-12-31T00:00:00Z), 566862 (2012-12-31T00:00:00Z), 583109 (2019-09-30T00:00:00Z), 583393 (2017-12-31T00:00:00Z), 565900 (2011-12-31T00:00:00Z), 590194 (2017-12-31T00:00:00Z), 579432 (2021-12-31T00:00:00Z), 584580 (2022-12-31T00:00:00Z), 586608 (2023-12-31T00:00:00Z)",None,None,http://commons.wikimedia.org/wiki/Special:FilePath/Flagge%20Essen.svg,None,http://commons.wikimedia.org/wiki/Special:FilePath/DEU%20Essen%20COA.svg,http://commons.wikimedia.org/wiki/Special:FilePath/North%20rhine%20w%20E.svg,E,45127–45359,None,None,None,"Q891, Q1289, Q33935, Q40840, Q103892, Q188304",4015557-2,3231904,62713,None,05113,051130000000,Essen,Essen,Essen,Großstadt in Nordrhein-Westfalen,"city in North Rhine-Westphalia, Germany",ville d'Allemagne,https://de.wikipedia.org/wiki/Essen,https://en.wikipedia.org/wiki/Essen,https://fr.wikipedia.org/wiki/Essen,Nordrhein-Westfalen,kreisfreie_stadt
Q3798,"Q42744322, Q61856863","Q1194 (1946-08-23T00:00:00Z), Q26167 (1200-01-01T00:00:00Z - 1866-01-01T00:00:00Z), Q286977 (1868-01-01T00:00:00Z - 1946-08-23T00:00:00Z)","56.38, 56.73 (2017-12-31T00:00:00Z), 56.74 (2016-01-01T00:00:00Z)",None,Point(9.436666666 54.781944444),"88701 (2018-06-30T00:00:00Z), 93213 (1975-12-31T00:00:00Z), 89504 (2019-09-30T00:00:00Z), 89504 (2019-10-31T00:00:00Z), 90164 (2019-12-31T00:00:00Z), 89934 (2020-12-31T00:00:00Z), 87432 (2016-12-31T00:00:00Z), 88519 (2017-12-31T00:00:00Z), 87608 (2017-03-31T00:00:00Z), 91113 (2021-12-31T00:00:00Z), 92550 (2022-12-31T00:00:00Z), 92667 (2023-12-31T00:00:00Z)",None,None,http://commons.wikimedia.org/wiki/Special:FilePath/Flagge%20Flensburg.svg,None,http://commons.wikimedia.org/wiki/Special:FilePath/DEU%20Flensburg%20COA.svg,http://commons.wikimedia.org/wiki/Special:FilePath/Schleswig-Holstein%20FL.svg,FL,"24937, 24939, 24944, 24943, 24941",None,None,None,"Q3958, Q105048, Q192896",4017506-6,2926272,27020,None,01001,None,Flensburg,Flensburg,Flensbourg,"kreisfreie Stadt im Landesteil Schleswig in Schleswig-Holstein, Deutschland","town in Schleswig-Holstein, Germany",ville d'Allemagne,https://de.wikipedia.org/wiki/Flensburg,https://en.wikipedia.org/wiki/Flensburg,https://fr.wikipedia.org/wiki/Flensbourg,Schleswig-Holstein,kreisfreie_stadt
Q6905,"Q42744322, Q85632032","Q1200 (1946-08-30T00:00:00Z), Q980 (1816-01-01T00:00:00Z - 1946-08-29T00:00:00Z)","43.78, 43.88 (2016-01-01T00:00:00Z), 43.88 (2017-12-31T00:00:00Z)",None,Point(8.35 49.533333333),"48363 (2015-12-31T00:00:00Z), 43684 (1975-12-31T00:00:00Z), 48561 (2019-09-30T00:00:00Z), 48561 (2019-10-31T00:00:00Z), 48445 (2016-12-31T00:00:00Z), 48417 (2017-12-31T00:00:00Z), 48773 (2021-12-31T00:00:00Z), 49051 (2022-12-31T00:00:00Z), 49122 (2023-12-31T00:00:00Z)","Q883123, Q1292337, Q1429159, Q2358425",None,None,None,http://commons.wikimedia.org/wiki/Special:FilePath/DEU%20Frankenthal%20COA.svg,http://commons.wikimedia.org/wiki/Special:FilePath/Rhineland-Palatinate%20FT.svg,FT,67227,None,None,None,"Q92689, Q174002, Q490521",4018114-5,2925546,62573,None,07311,None,Frankenthal,Frankenthal,Frankenthal,"Mittelzentrum, kreisfreie Stadt in Rheinland-Pfalz, Deutschland","town in Rhineland-Palatinate, Germany",ville d'Allemagne du Land de Rhénanie-Palatinat,https://de.wikipedia.org/wiki/Frankenthal_(Pfalz),https://en.wikipedia.org/wiki/Frankenthal,https://fr.wikipedia.org/wiki/Frankenthal,Rheinland-Pfalz,kreisfreie_stadt
Q4024,"Q1187811, Q42744322, Q515, Q61793478, Q67123843, Q707813 (1430-01-01T00:00:00Z - 1442-01-01T00:00:00Z), Q902814","Q1208 (1990-01-01T00:00:00Z), Q123111693 (1241-01-01T00:00:00Z - 1242-01-01T00:00:00Z), Q1801895 (1945-01-01T00:00:00Z - 1952-01-01T00:00:00Z), Q48057 (1952-01-01T00:00:00Z - 1990-01-01T00:00:00Z)","147.85 (2017-12-31T00:00:00Z), 147610000",None,Point(14.551666666 52.342083333),"58018 (2013-12-31T00:00:00Z), 86131 (1990-12-31T00:00:00Z), 80414 (1980-12-31T00:00:00Z), 57015 (2020-12-31T00:00:00Z), 58237 (2017-12-31T00:00:00Z), 62433 (1970-12-31T00:00:00Z), 72131 (2000-12-31T00:00:00Z), 60002 (2011-12-31T00:00:00Z), 60330 (2010-01-01T00:00:00Z), 58537 (2012-12-31T00:00:00Z), 56679 (2021-12-31T00:00:00Z), 58230 (2022-12-31T00:00:00Z), 58818 (2023-12-31T00:00:00Z)","Q28050936, Q28050944, Q28050950, Q28050954, Q28054624",None,http://commons.wikimedia.org/wiki/Special:FilePath/Hissflagge%20der%20Stadt%20Frankfurt%20an%20der%20Oder.svg,None,http://commons.wikimedia.org/wiki/Special:FilePath/DEU%20Frankfurt%20%28Oder%29%20COA.svg,http://commons.wikimedia.org/wiki/Special:FilePath/Brandenburg%20FF.svg,FF,"15234, 15236, 15230, 15232",1253-01-01T00:00:00Z,1201-01-01T00:00:00Z,None,"Q715, Q42807, Q79820, Q82842, Q102217, Q104731, Q124739, Q127623, Q189502, Q200709, Q318018, Q2670398",4018122-4,2925535,62523,291222598,12053,None,Frankfurt (Oder),Frankfurt an der Oder,Francfort-sur-l'Oder,"Stadt in Brandenburg, Deutschland","city in Brandenburg, Germany","ville du Brandebourg, Allemagne",https://de.wikipedia.org/wiki/Frankfurt_(Oder),https://en.wikipedia.org/wiki/Frankfurt_(Oder),https://fr.wikipedia.org/wiki/Francfort-sur-l%27Oder,Brandenburg,kreisfreie_stadt
Q1794,"Q1066984, Q1187811 (1914-01-01T00:00:00Z), Q13218276 (1816-01-01T00:00:00Z - 1866-01-01T00:00:00Z), Q1375749 (1998-01-01T00:00:00Z), Q1549591 (1875-01-01T00:00:00Z), Q208511, Q42744322, Q515, Q57318 (1245-01-01T00:00:00Z - 1806-01-01T00:00:00Z), Q61980648, Q745456","Q314243 (1867-01-01T00:00:00Z - 1944-01-01T00:00:00Z), Q704300 (1815-01-01T00:00:00Z - 1866-01-01T00:00:00Z), Q7932 (1945-01-01T00:00:00Z)","248, 248.31 (2018-12-31T00:00:00Z)",None,Point(8.682222222 50.110555555),"646550 (2000-12-31T00:00:00Z), 746878 (2017-12-31T00:00:00Z), 667925 (2011-05-09T00:00:00Z), 701350 (2013-12-31T00:00:00Z), 732688 (2015-12-31T00:00:00Z), 736414 (2016-12-31T00:00:00Z), 687775 (2012-12-31T00:00:00Z), 618266 (1987-05-25T00:00:00Z), 701000 (2012-12-31T00:00:00Z), 629375 (1980-12-31T00:00:00Z), 679664 (2010-12-31T00:00:00Z), 753056 (2019-09-30T00:00:00Z), 717624 (2014-12-31T00:00:00Z), 764474 (2022-06-30T00:00:00Z), 764104 (2021-09-30T00:00:00Z), 676533 (2011-12-31T00:00:00Z), 644865 (1990-12-31T00:00:00Z), 759224 (2021-12-31T00:00:00Z), 773068 (2022-12-31T00:00:00Z), 775790 (2023-12-31T00:00:00Z)","Q314066, Q314199, Q314760, Q314895, Q315209, Q779842, Q1444829, Q1444833, Q1444834, Q1444838, Q1444842, Q1444848, Q1444849, Q1444856, Q1444863, Q1444866",None,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Frankfurt%20am%20Main.svg,None,http://commons.wikimedia.org/wiki/Special:FilePath/Wappen%20Frankfurt%20am%20Main.svg,http://commons.wikimedia.org/wiki/Special:FilePath/Hessia%20F.svg,F,"60308–60599, 65929–65936",0794-02-26T00:00:00Z,0100-01-01T00:00:00Z,None,"Q85, Q172, Q456, Q490, Q612, Q1085, Q1345, Q1352, Q1781, Q2079, Q2256, Q16572, Q31487, Q33935, Q38283, Q168866, Q205648, Q271654, Q374365",4018118-2,"2925533, 3220968",62400,27418664,06412,064120000000,Frankfurt am Main,Frankfurt,Francfort-sur-le-Main,"bevölkerungsreichste Stadt in Hessen, Deutschland","city in Hesse, Germany",ville d’Allemagne,https://de.wikipedia.org/wiki/Frankfurt_am_Main,https://en.wikipedia.org/wiki/Frankfurt,https://fr.wikipedia.org/wiki/Francfort-sur-le-Main,Hessen,kreisfreie_stadt
Q2833,"Q1187811, Q134626, Q14784328 (1945-01-01T00:00:00Z - 1952-04-25T00:00:00Z), Q1549591 (1934-01-01T00:00:00Z), Q2327515, Q42744322, Q4946461","Q129781107, Q1693695, Q2008934, Q660702, Q742380, Q8167","151.68 (1961-01-01T00:00:00Z), 151.68 (1971-01-01T00:00:00Z), 151.69 (1967-01-01T00:00:00Z), 151.7 (1968-01-01T00:00:00Z), 153.04 (1978-01-01T00:00:00Z), 153.04 (1991-01-01T00:00:00Z), 153.04 (2016-01-01T00:00:00Z), 153.04 (2017-12-31T00:00:00Z), 153.05 (1979-01-01T00:00:00Z), 153.06 (1992-01-01T00:00:00Z)",None,Point(7.85 47.995),"212495 (2003-01-01T00:00:00Z), 202455 (1999-01-01T00:00:00Z), 200393 (1996-01-01T00:00:00Z), 158089 (1962-01-01T00:00:00Z), 195789 (1992-01-01T00:00:00Z), 186156 (1986-01-01T00:00:00Z), 184230 (1985-01-01T00:00:00Z), 220286 (2013-12-31T00:00:00Z), 205102 (2000-12-31T00:00:00Z), 178672 (1987-01-01T00:00:00Z), 191029 (1990-12-31T00:00:00Z), 224191 (2010-01-01T00:00:00Z), 177637 (1981-01-01T00:00:00Z), 179534 (1973-01-01T00:00:00Z), 227590 (2016-12-31T00:00:00Z), 174928 (1977-01-01T00:00:00Z), 179196 (1974-01-01T00:00:00Z), 197384 (1993-01-01T00:00:00Z), 210234 (2002-01-01T00:00:00Z), 163568 (1970-12-31T00:00:00Z), 160600 (1963-01-01T00:00:00Z), 215966 (2005-01-01T00:00:00Z), 181304 (1984-01-01T00:00:00Z), 165163 (1965-01-01T00:00:00Z), 173503 (1968-01-01T00:00:00Z), 141637 (1960-12-31T00:00:00Z), 200519 (1997-01-01T00:00:00Z), 222203 (2014-01-01T00:00:00Z), 177292 (1971-01-01T00:00:00Z), 229636 (2018-12-31T00:00:00Z), 230940 (2021-09-30T00:00:00Z), 230241 (2019-09-30T00:00:00Z), 230241 (2019-10-31T00:00:00Z), 219430 (2007-01-01T00:00:00Z), 213998 (2004-01-01T00:00:00Z), 217547 (2006-01-01T00:00:00Z), 168017 (1966-01-01T00:00:00Z), 219665 (2008-01-01T00:00:00Z), 178565 (1972-01-01T00:00:00Z), 175106 (1980-12-31T00:00:00Z), 229144 (2011-12-31T00:00:00Z), 178633 (1969-01-01T00:00:00Z), 218043 (2012-12-31T00:00:00Z), 174121 (1979-01-01T00:00:00Z), 193775 (1991-01-01T00:00:00Z), 174121 (1978-01-01T00:00:00Z), 199273 (1995-01-01T00:00:00Z), 187767 (1989-01-01T00:00:00Z), 175044 (1976-01-01T00:00:00Z), 198496 (1994-01-01T00:00:00Z), 221924 (2009-01-01T00:00:00Z), 183979 (1988-01-01T00:00:00Z), 154153 (1961-01-01T00:00:00Z), 171680 (1967-01-01T00:00:00Z), 179556 (1983-01-01T00:00:00Z), 208294 (2001-01-01T00:00:00Z), 163007 (1964-01-01T00:00:00Z), 178545 (1982-01-01T00:00:00Z), 200980 (1998-01-01T00:00:00Z), 175371 (1975-01-01T00:00:00Z), 175371 (1975-12-31T00:00:00Z), 231848 (2021-12-31T00:00:00Z), 236140 (2022-12-31T00:00:00Z), 237244 (2023-12-31T00:00:00Z)","Q239511, Q247304, Q259852, Q445502, Q670176, Q690922, Q850643, Q880415, Q880427, Q880436, Q885057, Q885089, Q996913, Q1002224, Q1272617, Q1279951, Q1300474, Q1307671, Q1320270, Q1561278, Q1567584, Q1725395, Q1728696, Q1813051, Q1865542, Q2009100, Q2541892, Q2547034",None,http://commons.wikimedia.org/wiki/Special:FilePath/Flagge%20Freiburg%20im%20Breisgau.svg,None,http://commons.wikimedia.org/wiki/Special:FilePath/DEU%20Freiburg%20im%20Breisgau%20COA.svg,http://commons.wikimedia.org/wiki/Special:FilePath/Baden-W%C3%BCrttemberg%20FR%20%28town%29.svg,FR,79098–79117,None,None,None,Q8810,4018272-1,2925177,62768,240092010,08311,083110000000,Freiburg im Breisgau,Freiburg im Breisgau,Fribourg-en-Brisgau,"Großstadt in Baden-Württemberg, Deutschland","large city in Baden-Württemberg, Germany","grande ville du Bade-Wurtemberg, Allemagne",https://de.wikipedia.org/wiki/Freiburg_im_Breisgau,https://en.wikipedia.org/wiki/Freiburg_im_Breisgau,https://fr.wikipedia.org/wiki/Fribourg-en-Brisgau,Baden-Württemberg,kreisfreie_stadt
Q3075,"Q1549591, Q253030, Q42744322, Q85631896",Q10551,"63.35 (2016-01-01T00:00:00Z), 63.35 (2017-12-31T00:00:00Z), 63350000",None,Point(10.990277777 49.478333333),"126405 (2015-12-31T00:00:00Z), 121519 (2014-12-31T00:00:00Z), 118358 (2012-12-31T00:00:00Z), 119808 (2013-12-31T00:00:00Z), 132449 (2019-12-31T00:00:00Z), 124171 (2015-12-31T00:00:00Z), 126526 (2017-12-31T00:00:00Z), 101639 (1975-12-31T00:00:00Z), 105322 (1970-05-27T00:00:00Z), 74195 (1925-06-16T00:00:00Z), 97480 (1987-05-25T00:00:00Z), 99890 (1950-09-13T00:00:00Z), 121754 (2014-12-31T00:00:00Z), 127748 (2019-09-30T00:00:00Z), 125403 (2016-12-31T00:00:00Z), 129122 (2021-12-31T00:00:00Z), 131433 (2022-12-31T00:00:00Z), 132032 (2023-12-31T00:00:00Z)","Q758328, Q866396, Q901767, Q1014921, Q1158292, Q1301254, Q1378726, Q1663687, Q1710810, Q1741871, Q1890723, Q2104231, Q2210767, Q2497521, Q2555545, Q18020172, Q18020866, Q18022571, Q18027409, Q18028959",None,http://commons.wikimedia.org/wiki/Special:FilePath/Flagge%20F%C3%BCrth.svg,None,http://commons.wikimedia.org/wiki/Special:FilePath/DEU%20F%C3%BCrth%20COA.svg,http://commons.wikimedia.org/wiki/Special:FilePath/Bavaria%20F%C3%9C%20%28town%29.svg,FÜ,"90762, 90763, 90768, 90766, 90765",1007-11-07T00:00:00Z,None,None,"Q45656, Q209908, Q211870, Q2248347",4018827-9,6556831,62374,1602111978,09563,095630000000,Fürth,Fürth,Fürth,"Großstadt in Bayern, Deutschland","town in Bavaria, Germany",ville de Bavière,https://de.wikipedia.org/wiki/F%C3%BCrth,https://en.wikipedia.org/wiki/F%C3%BCrth,https://fr.wikipedia.org/wiki/F%C3%BCrth,Bayern,kreisfreie_stadt
Q2765,"Q1549591, Q42744322, Q85635630",Q7920,"104.84, 104.94 (2016-01-01T00:00:00Z), 104.94 (2017-12-31T00:00:00Z)",None,Point(7.1 51.516666666),"157651, 260654 (2019-09-30T00:00:00Z), 260305 (2017-12-31T00:00:00Z), 322584 (1975-12-31T00:00:00Z), 259105 (2021-09-30T00:00:00Z), 262528 (2016-12-31T00:00:00Z), 260126 (2021-12-31T00:00:00Z), 263000 (2022-12-31T00:00:00Z), 265885 (2023-12-31T00:00:00Z)",None,None,http://commons.wikimedia.org/wiki/Special:FilePath/Flagge%20der%20kreisfreien%20Stadt%20Gelsenkirchen.svg,None,http://commons.wikimedia.org/wiki/Special:FilePath/DEU%20Gelsenkirchen%20COA.svg,http://commons.wikimedia.org/wiki/Special:FilePath/North%20rhine%20w%20GE.svg,GE,45801–45899,None,None,None,"Q3214, Q82765, Q168929, Q172415, Q184046, Q198206, Q840258, Q1425428",4019947-2,3247439,62522,None,05513,055130000000,Gelsenkirchen,Gelsenkirchen,Gelsenkirchen,"kreisfreie Großstadt im Reg.-Bez. Münster in Nordrhein-Westfalen, Deutschland","town in North Rhine-Westphalia, Germany",ville d'Allemagne,https://de.wikipedia.org/wiki/Gelsenkirchen,https://en.wikipedia.org/wiki/Gelsenkirchen,https://fr.wikipedia.org/wiki/Gelsenkirchen,Nordrhein-Westfalen,kreisfreie_stadt
