http://www.wikidata.org/entity/Q2742,Q2742,Münster,Nordrhein-Westfalen
http://www.wikidata.org/entity/Q3879,Q3879,Neumünster,Schleswig-Holstein
http://www.wikidata.org/entity/Q4149,Q4149,Neustadt an der Weinstraße,Rheinland-Pfalz
http://www.wikidata.org/entity/Q2090,Q2090,Nürnberg,Bayern
http://www.wikidata.org/entity/Q2838,Q2838,Oberhausen,Nordrhein-Westfalen
http://www.wikidata.org/entity/Q3042,Q3042,Offenbach am Main,Hessen
http://www.wikidata.org/entity/Q2936,Q2936,Oldenburg,Niedersachsen
http://www.wikidata.org/entity/Q2916,Q2916,Osnabrück,Niedersachsen
http://www.wikidata.org/entity/Q4190,Q4190,Passau,Bayern
http://www.wikidata.org/entity/Q3046,Q3046,Pforzheim,Baden-Württemberg
http://www.wikidata.org/entity/Q14849,Q14849,Pirmasens,Rheinland-Pfalz
http://www.wikidata.org/entity/Q1711,Q1711,Potsdam,Brandenburg
http://www.wikidata.org/entity/Q2978,Q2978,Regensburg,Bayern
http://www.wikidata.org/entity/Q3097,Q3097,Remscheid,Nordrhein-Westfalen
http://www.wikidata.org/entity/Q4007,Q4007,Rosenheim,Bayern
http://www.wikidata.org/entity/Q2861,Q2861,Rostock,Mecklenburg-Vorpommern
http://www.wikidata.org/entity/Q3200,Q3200,Salzgitter,Niedersachsen
http://www.wikidata.org/entity/Q14889,Q14889,Schwabach,Bayern
http://www.wikidata.org/entity/Q4126,Q4126,Schweinfurt,Bayern
http://www.wikidata.org/entity/Q1709,Q1709,Schwerin,Mecklenburg-Vorpommern
http://www.wikidata.org/entity/Q2942,Q2942,Solingen,Nordrhein-Westfalen
http://www.wikidata.org/entity/Q6829,Q6829,Speyer,Rheinland-Pfalz
http://www.wikidata.org/entity/Q7027,Q7027,Straubing,Bayern
http://www.wikidata.org/entity/Q1022,Q1022,Stuttgart,Baden-Württemberg
http://www.wikidata.org/entity/Q14891,Q14891,Suhl,Thüringen
http://www.wikidata.org/entity/Q3138,Q3138,Trier,Rheinland-Pfalz
http://www.wikidata.org/entity/Q3012,Q3012,Ulm,Baden-Württemberg
http://www.wikidata.org/entity/Q14803,Q14803,Weiden in der Oberpfalz,Bayern
http://www.wikidata.org/entity/Q3955,Q3955,Weimar,Thüringen
http://www.wikidata.org/entity/Q1721,Q1721,Wiesbaden,Hessen
http://www.wikidata.org/entity/Q3857,Q3857,Wilhelmshaven,Niedersachsen
http://www.wikidata.org/entity/Q3014,Q3014,Wolfsburg,Niedersachsen
http://www.wikidata.org/entity/Q3852,Q3852,Worms,Rheinland-Pfalz
http://www.wikidata.org/entity/Q2107,Q2107,Wuppertal,Nordrhein-Westfalen
http://www.wikidata.org/entity/Q2999,Q2999,Würzburg,Bayern
http://www.wikidata.org/entity/Q16017,Q16017,Zweibrücken,Rheinland-Pfalz
